ID,a,b,c,First Derivative,Second Derivative
00263432,0.0009053870529651426,-0.9470348574015391,785.6496152105025,-0.3404255319148936,0.0018107741059302852
00312371,0,0,458,0,0
00418302,0.001624179083398065,-1.520231622060589,764.7341995621778,-0.38655462184873945,0.00324835816679613
00429589,0.0013333333333333333,-1.1413333333333333,1042.2453333333333,-0.39999999999999997,0.0026666666666666666
0480412,0.006638134334876408,-7.434710455061577,2357.7189274172415,-1.4205607476635513,0.013276268669752816
000547179,0.011962890625,-9.30712890625,2229.236572265625,-1.53125,0.02392578125
01016381,0.0040049839800640795,-3.2840868636525453,1076.2378070487716,-0.8490566037735848,0.008009967960128159
01021223,0.0222117202268431,-23.85538752362949,6700.171550094518,-2.0434782608695654,0.0444234404536862
01054317,-0.007796836711962575,7.952773446201827,-1527.9572287814658,1.0447761194029852,-0.01559367342392515
01057744,0.002624,-2.403584,832.420736,-0.656,0.005248
01068286,0.006738010305192232,-5.606024573919937,1470.0531113753468,-1.1724137931034484,0.013476020610384463
01103190,0.010408163265306122,-8.867755102040816,2295.8318367346938,-1.457142857142857,0.020816326530612245
01104573,0.006578947368421052,-5.25,1473.375,-1,0.013157894736842105
01174848,0.0023,-2.2264,1031.7888,-0.45999999999999996,0.0046
01179394,0.007306626354245402,-5.713781809019904,1440.0443436633914,-0.9206349206349207,0.014613252708490804
01230692,0.013964497041420118,-8.657988165680473,1690.9881656804735,-1.8153846153846154,0.027928994082840237
01255894,0.007716049382716049,-6.296296296296296,1788.4444444444443,-1.1111111111111112,0.015432098765432098
01268332,0.002125624402168137,-1.5432033159740675,824.0914018492932,-0.41237113402061853,0.004251248804336274
01297609,0.007644444444444444,-4.846577777777777,1243.1825777777776,-1.1466666666666667,0.015288888888888888
01315915,0.0035555555555555557,-3.8471111111111114,1292.6435555555556,-0.5333333333333333,0.0071111111111111115
01337556,0.006627218934911243,-3.896804733727811,722.8302958579882,-0.8615384615384616,0.013254437869822486
01354455,0.0028472222222222223,-2.2151388888888888,664.844513888889,-0.6833333333333333,0.005694444444444445
01362828,0.009194159004867496,-1.3423472147106543,333.99567333693886,-0.7906976744186046,0.01838831800973499
01400873,0.005648038049940547,-3.6599286563614744,1192.908442330559,-0.6551724137931034,0.011296076099881093
01459348,0.03308641975308642,-21.70469135802469,3953.5693827160494,-2.977777777777778,0.06617283950617284
01470730,0.0031887755102040817,-0.42091836734693877,269.890306122449,-0.35714285714285715,0.006377551020408163
01487634,0.002577830656355344,-0.907396391037081,402.8508824112631,-0.6341463414634146,0.005155661312710688
01536872,0.008518518518518519,-7.104444444444445,1847.2766666666666,-1.5333333333333334,0.017037037037037038
01572541,0.00046988801002427753,-0.35617511159840237,552.4951836478972,-0.10619469026548672,0.0009397760200485551
01573979,-0.00013883104262113008,0.1652089407191448,112.85034013605443,0.04081632653061224,-0.00027766208524226016
02034610,0.05875,-31.1375,4445.71875,-4.699999999999999,0.1175
02075110,0.004162330905306972,-3.163371488033299,949.0405827263268,-0.5161290322580646,0.008324661810613945
02094298,0.006019793898581777,-3.5035200489745946,770.7621671258034,-1.1919191919191918,0.012039587797163555
02097963,0.0073964497041420114,-5.3698224852071,1253.6227810650887,-1.1538461538461537,0.014792899408284023
02113231,0.0004943153732081067,-0.2728620860108749,455.65496786950075,-0.1176470588235294,0.0009886307464162135
02117742,0.005859375,-6.421875,2172.59375,-1.125,0.01171875
02160154,0.00623746936957006,-4.241479171307641,1108.051459122299,-0.835820895522388,0.01247493873914012
02260548,0.008928571428571428,-7.767857142857142,1928.5089285714284,-1,0.017857142857142856
02273865,-0.004567474048442907,4.466989619377163,-826.1789619377164,0.7764705882352941,-0.009134948096885814
02281587,0.00578125,-3.74625,839.8925,-0.925,0.0115625
02299141,-0.0009249624234015493,0.6178748988322349,338.8148918950168,0.17204301075268816,-0.0018499248468030985
02301317,0.0014878000396746677,-1.16345963102559,431.45635786550287,-0.4225352112676056,0.0029756000793493354
02302470,0.0092,-7.2128,1983.7087999999999,-0.9199999999999999,0.0184
02311183,0.00046875,-0.435,475.92,-0.075,0.0009375
02357616,0,0,287,0,0
02432204,-0.024793388429752067,25.1900826446281,-6071.280991735537,1.0909090909090908,-0.049586776859504134
02436851,-0.0015625,1.9000000000000001,-166.60000000000002,0.25,-0.003125
02463830,-0.0048,2.3808,-25.2192,0.24,-0.0096
02485579,-0.006905769659166852,6.684785030073513,-1298.7179772777902,0.9253731343283582,-0.013811539318333704
02490067,-0.0017146776406035665,1.8724279835390947,-22.172839506172807,0.37037037037037035,-0.003429355281207133
02515065,0.014201183431952662,-11.446153846153846,2672.4,-1.846153846153846,0.028402366863905324
02518422,-0.00023668639053254438,0.1595266272189349,181.11976331360947,0.030769230769230767,-0.00047337278106508875
02525226,0.007569204152249135,-4.556660899653979,1026.7774653979238,-1.0294117647058822,0.01513840830449827
